pkuid,vertex_index,xcoord,ycoord,code,name
0,151,7.319,44.859,POP,Po Plain
0,152,7.313,44.784,POP,Po Plain
0,153,7.334,44.724,POP,Po Plain
0,154,7.351,44.686,POP,Po Plain
0,155,7.424,44.623,POP,Po Plain
0,156,7.503,44.618,POP,Po Plain
0,157,7.495,44.539,POP,Po Plain
0,158,7.363,44.467,POP,Po Plain
0,159,7.365,44.396,POP,Po Plain
0,160,7.462,44.377,POP,Po Plain
0,161,7.526,44.33,POP,Po Plain
0,162,7.533,44.325,POP,Po Plain
0,163,7.614,44.33,POP,Po Plain
0,164,7.696,44.332,POP,Po Plain
0,165,7.755,44.329,POP,Po Plain
0,166,7.863,44.402,POP,Po Plain
0,167,7.885,44.494,POP,Po Plain
0,168,7.864,44.632,POP,Po Plain
0,169,7.895,44.666,POP,Po Plain
0,170,7.949,44.674,POP,Po Plain
0,171,8.025,44.688,POP,Po Plain
0,172,8.075,44.725,POP,Po Plain
0,173,8.183,44.779,POP,Po Plain
0,174,8.248,44.785,POP,Po Plain
0,175,8.33,44.764,POP,Po Plain
0,176,8.399,44.753,POP,Po Plain
0,177,8.475,44.728,POP,Po Plain
0,178,8.552,44.717,POP,Po Plain
0,179,8.666,44.695,POP,Po Plain
0,180,8.718,44.697,POP,Po Plain
0,181,8.833,44.746,POP,Po Plain
0,182,8.871,44.783,POP,Po Plain
0,183,8.928,44.866,POP,Po Plain
0,184,8.977,44.868,POP,Po Plain
0,185,9.034,44.924,POP,Po Plain
0,186,9.141,45,POP,Po Plain
0,187,9.2,45.007,POP,Po Plain
0,188,9.323,45.049,POP,Po Plain
0,189,9.367,45.019,POP,Po Plain
0,190,9.51,44.941,POP,Po Plain
0,191,9.656,44.868,POP,Po Plain
0,192,9.732,44.828,POP,Po Plain
0,193,9.776,44.815,POP,Po Plain
0,194,9.878,44.815,POP,Po Plain
0,195,10.059,44.818,POP,Po Plain
0,196,10.132,44.768,POP,Po Plain
0,197,10.143,44.711,POP,Po Plain
0,198,10.13,44.638,POP,Po Plain
0,199,10.159,44.639,POP,Po Plain
0,200,10.189,44.65,POP,Po Plain
0,201,10.273,44.664,POP,Po Plain
0,202,10.318,44.636,POP,Po Plain
0,203,10.409,44.579,POP,Po Plain
0,204,10.487,44.619,POP,Po Plain
0,205,10.585,44.579,POP,Po Plain
0,206,10.686,44.582,POP,Po Plain
0,207,10.724,44.526,POP,Po Plain
0,208,10.794,44.502,POP,Po Plain
0,209,10.846,44.487,POP,Po Plain
0,210,10.874,44.475,POP,Po Plain
0,211,11.006,44.439,POP,Po Plain
0,212,11.045,44.413,POP,Po Plain
0,213,11.062,44.406,POP,Po Plain
0,214,11.173,44.378,POP,Po Plain
0,215,11.197,44.371,POP,Po Plain
0,216,11.271,44.332,POP,Po Plain
0,217,11.338,44.315,POP,Po Plain
0,218,11.353,44.309,POP,Po Plain
0,219,11.47,44.318,POP,Po Plain
0,220,11.538,44.303,POP,Po Plain
0,221,11.618,44.255,POP,Po Plain
0,222,11.681,44.236,POP,Po Plain
0,223,11.758,44.206,POP,Po Plain
0,224,11.865,44.156,POP,Po Plain
0,225,11.921,44.118,POP,Po Plain
0,226,12.023,44.102,POP,Po Plain
0,227,12.06,44.082,POP,Po Plain
0,228,12.082,44.072,POP,Po Plain
0,229,12.162,44.092,POP,Po Plain
0,230,12.19,44.076,POP,Po Plain
0,231,12.254,44.076,POP,Po Plain
0,232,12.27,43.991,POP,Po Plain
0,233,12.333,43.958,POP,Po Plain
0,234,12.437,43.95,POP,Po Plain
0,235,12.513,43.905,POP,Po Plain
0,236,12.561,43.9,POP,Po Plain
0,237,12.677,43.885,POP,Po Plain
0,238,12.72,43.848,POP,Po Plain
0,239,12.744,43.846,POP,Po Plain
0,240,12.841,43.827,POP,Po Plain
0,241,12.897,43.826,POP,Po Plain
0,242,12.994,43.808,POP,Po Plain
