pkuid,vertex_index,xcoord,ycoord
62,0,11.438,46.881
62,1,11.438,46.881
62,2,11.475,46.933
62,3,11.53,47.001
62,4,11.536,47.013
62,5,11.538,47.088
62,6,11.529,47.106
62,7,11.51,47.164
62,8,11.449,47.239
62,9,11.436,47.25
62,10,11.411,47.268
63,0,11.509,46.805
63,1,11.489,46.825
63,2,11.459,46.851
63,3,11.445,46.868
63,4,11.438,46.881
