net.sta,lon,lat,alt
CH.ILLEZ,6.94,46.219,1395.0
CH.JAUN,7.291,46.634,1658.0
CH.LKBD2,7.644,46.375,2128.0
CH.SAIRA,7.086,47.303,966.0
CH.SALAN,6.973,46.144,1881.3
CH.SAVIG,5.973,46.066,529.0
CR.MOSL,16.754,45.614,480.0
CR.OZLJ,15.467,45.615,155.0
CZ.HSKC,13.432,50.607,590.0
CZ.LACW,12.625,50.051,838.0
CZ.STCW,12.52,50.259,666.0
CZ.ZVC,14.192,49.439,375.0
FR.BETS,7.924,48.894,146.0
FR.CIEL,7.364,48.833,388.0
FR.LEMB,7.759,49.035,229.8
FR.OPS,7.883,48.921,198.0
FR.RIVEL,5.922,46.759,871.0
FR.RONF,6.645,47.71,376.7
FR.SZBH,7.863,48.933,144.0
GR.A807,13.418,52.097,52.0
GR.FBRG,10.198,52.906,71.0
GR.HLGA1,7.874,54.188,51.0
GR.HLGA2,7.886,54.187,13.0
GR.HLGA3,7.894,54.175,0.0
GR.HLGB1,7.912,54.183,7.0
GR.HLGB2,7.914,54.187,20.0
GR.KHUS,11.055,54.196,3.9
GR.KUDN,9.196,53.969,26.0
GR.LOCC,9.139,52.41,110.2
HS.DREI,8.746,50.024,207.0
HS.WBBU,8.494,49.623,93.0
HS.WBNH,9.568,50.457,371.0
HU.ABAH,21.24,48.296,195.0
HU.TIH,17.888,46.9,184.0
IV.OPPE,11.172,45.308,20.0
IV.ORZI,9.931,45.406,83.0
IV.ZONE,10.117,45.764,691.0
MN.BZS,21.64,45.619,260.0
MN.DPC,16.322,50.35,748.0
NI.PURA,12.742,46.426,1417.0
NL.ARCN,6.194,51.501,0.0
NL.HRKB,6.168,51.188,0.0
OE.BIOA,13.638,47.691,614.0
OE.LESA,12.677,47.424,1029.5
OE.RONA,16.296,47.7,699.1
OE.VIE,16.362,48.248,198.0
OX.ACOM,13.514,46.548,1788.0
OX.AGOR,12.047,46.283,631.0
OX.BAD,13.244,46.234,590.0
OX.BALD,10.819,45.683,1911.0
OX.BOO,13.098,46.32,444.0
OX.CAE,12.438,46.009,870.0
OX.CGRP,11.805,45.881,1757.0
OX.CIMO,12.445,46.312,710.0
OX.CLUD,12.881,46.457,635.0
OX.DRE,13.645,46.173,810.0
OX.FUSE,13.001,46.414,520.0
OX.MARN,11.21,45.638,785.0
OX.MLN,12.615,46.15,814.0
OX.MPRI,12.988,46.241,762.0
OX.PLRO,13.148,46.549,1410.0
OX.PRED,13.565,46.443,902.0
OX.SABO,13.634,45.988,621.0
OX.VARN,12.105,45.992,1265.0
OX.ZOU2,12.973,46.558,1911.0
RD.ETNF,6.038,48.262,450.0
SL.VNDS,14.701,46.102,531.0
TH.BONN,11.002,51.307,358.1
TH.GEIDO,12.2,50.735,346.0
TH.MOB1,10.659,51.283,319.0
TH.MOB2,12.317,50.695,362.0
TH.SONN,10.426,51.532,230.0
TH.SPAHL,9.91,50.653,442.0
XK.IA01A,8.113,45.83,635.0
XK.IA02A,8.182,45.834,665.0
XK.IA03A,8.247,45.83,600.0
XK.IA04A,8.313,45.819,777.0
XK.IA05A,8.372,45.821,555.0
XK.IA06A,8.434,45.832,690.0
XK.IA07A,8.511,45.809,612.0
XK.IA08A,8.558,45.849,539.0
XK.IA09A,8.615,45.824,250.0
XK.IA10A,8.699,45.82,285.0
XT.CE01,7.382,45.85,1428.0
XT.CE02,7.518,45.809,1793.0
XT.CE03,7.602,45.786,1520.0
XT.CE04,7.745,45.74,1213.0
XT.CE05,7.855,45.685,1020.0
XT.CE07,8.172,45.567,308.0
XT.CI07,5.524,46.231,714.0
XT.CI08,5.684,46.185,780.0
XT.CI09,5.819,46.193,643.0
XT.CI10,5.917,46.105,522.0
XT.CI11,6.031,46.087,710.0
XT.CI12,6.173,46.053,804.0
XT.CI13,6.255,45.994,669.0
XT.CI14,6.393,46.004,670.0
XT.CI15,6.537,46.005,1111.0
XT.CI16,6.617,45.925,864.0
XT.CI17,6.718,45.947,1158.0
XT.CI18,6.77,45.9,1146.0
XT.CI19,6.899,45.945,1085.0
XT.CI21,7.139,45.724,1740.0
XT.CI22,7.142,45.684,1221.0
XT.CI23,7.239,45.678,1362.0
XT.CI24,7.253,45.65,1150.0
XT.CI25,7.324,45.629,1450.0
XT.CI27,7.488,45.596,2566.0
XT.CI28,7.574,45.556,1560.0
XT.CI32,7.906,45.36,291.0
YW.ARGT,6.313,45.494,414.0
YW.DURI,6.291,45.421,643.0
YW.EPIR,6.296,45.454,381.0
YW.LONG,6.364,45.418,1598.0
YW.PERR,6.349,45.379,1323.0
Z3.A004A,16.397,47.963,188.0
Z3.A005B,16.205,48.372,174.0
Z3.A010A,16.079,47.073,266.0
Z3.A020B,15.299,46.949,390.0
Z3.A024B,14.14,48.1,381.0
Z3.A028B,13.95,47.095,1378.0
Z3.A030A,13.561,47.828,640.0
Z3.A032A,13.306,48.123,608.0
Z3.A035A,12.721,47.197,1652.0
Z3.A036A,12.308,47.379,1020.0
Z3.A037A,10.264,47.07,2020.0
Z3.A038A,11.919,47.464,644.0
Z3.A060B,7.978,46.993,1049.1
Z3.A061A,8.925,47.098,914.0
Z3.A062A,9.113,46.181,1733.2
Z3.A071A,12.691,49.742,502.0
Z3.A074A,13.531,49.672,385.0
Z3.A075A,13.874,50.038,285.0
Z3.A077A,14.074,49.27,370.0
Z3.A078A,14.284,48.864,1060.0
Z3.A079A,14.707,49.229,438.0
Z3.A080A,14.929,49.684,502.0
Z3.A082A,15.65,50.061,220.0
Z3.A083A,15.608,49.696,573.0
Z3.A085A,16.196,49.439,458.0
Z3.A088B,17.292,49.43,208.0
Z3.A089A,17.092,49.152,263.0
Z3.A110A,8.729,49.777,327.0
Z3.A111A,10.213,49.848,249.0
Z3.A112A,7.909,49.65,434.0
Z3.A116A,9.483,49.398,323.0
Z3.A118B,9.974,49.345,461.0
Z3.A119A,10.038,49.007,562.0
Z3.A121A,7.726,47.835,399.0
Z3.A122A,7.868,48.279,282.0
Z3.A123A,7.891,48.612,136.0
Z3.A124A,8.494,48.654,841.0
Z3.A125A,8.684,48.974,310.0
Z3.A127A,7.978,49.197,442.0
Z3.A129A,7.742,49.343,364.0
Z3.A140A,11.436,47.552,858.0
Z3.A141A,11.849,47.753,878.0
Z3.A143A,11.003,47.684,914.0
Z3.A144A,12.083,48.098,548.0
Z3.A145A,12.391,47.869,25.0
Z3.A146A,12.975,48.293,464.0
Z3.A147B,12.978,48.53,468.0
Z3.A148B,12.477,48.509,528.0
Z3.A151A,6.38,48.882,214.0
Z3.A152A,6.854,48.725,279.0
Z3.A154A,5.515,48.442,352.0
Z3.A155A,6.084,48.431,501.0
Z3.A157B,5.799,47.993,359.0
Z3.A158A,6.347,48.004,622.0
Z3.A161A,6.011,47.584,272.0
Z3.A173A,6.681,46.33,1030.0
Z3.A181A,6.302,45.38,1305.0
Z3.A210A,5.923,48.828,622.0
Z3.A252A,17.848,45.436,412.0
Z3.A260A,16.706,47.283,243.0
Z3.A261A,17.149,46.952,171.0
Z3.A262A,16.528,46.864,240.0
Z3.A263A,17.315,46.641,165.0
Z3.A264A,17.29,46.16,143.0
Z3.A265A,17.795,46.424,151.0
Z3.A266A,18.265,46.526,219.0
Z3.A267A,18.482,46.946,116.0
Z3.A268A,17.924,47.431,201.0
Z3.A269A,18.382,47.639,195.0
Z3.A270A,19.019,47.845,152.0
Z3.A273A,17.816,45.916,100.0
Z3.A287A,8.361,45.622,423.0
Z3.A288A,8.482,46.008,1306.0
Z3.A289A,9.761,46.047,1780.0
Z3.A290A,10.903,46.507,1729.0
Z3.A291A,11.88,46.625,1568.0
Z3.A300A,13.128,45.819,6.0
Z3.A301A,12.621,45.62,2.0
Z3.A302A,11.971,45.634,31.0
Z3.A303A,12.318,45.344,11.0
Z3.A313A,10.663,45.313,64.0
Z3.A350A,11.571,50.167,489.0
Z3.A351B,10.761,50.002,339.0
Z3.A352A,11.69,49.821,452.0
Z3.A353A,10.543,49.518,415.0
Z3.A354A,10.969,49.452,327.0
Z3.A355A,12.383,49.349,385.0
Z3.A356A,12.214,49.037,398.0
Z3.A357B,11.947,48.703,434.0
Z3.A358A,13.194,48.87,738.0
Z3.A359B,12.677,48.82,388.0
Z3.A360A,10.297,48.729,636.0
Z3.A361A,10.817,48.791,626.0
Z3.A362A,10.402,48.364,582.0
Z3.A363A,10.933,48.523,541.0
Z3.A364A,11.451,48.502,525.0
Z3.A365A,10.733,48.165,606.0
Z3.A366A,10.623,47.833,801.0
Z3.A367A,11.923,48.307,521.0
Z3.A368A,10.547,49.126,496.0
Z3.A369A,11.022,49.116,497.0
ZS.D002,10.453,45.92,1569.0
ZS.D003,10.622,45.957,1223.0
ZS.D004,10.809,46.017,840.0
ZS.D005,11.165,46.089,646.0
ZS.D006,11.345,46.131,1385.0
ZS.D007,11.539,46.17,1822.0
ZS.D008,11.695,46.226,1291.0
ZS.D009,11.931,46.208,1142.0
ZS.D010,12.299,46.289,692.0
ZS.D011A,12.47,46.363,1023.0
ZS.D012,12.625,46.4,886.0
ZS.D013,13.024,46.481,548.0
ZS.D014,13.205,46.544,1175.0
ZS.D015,13.39,46.576,1449.0
ZS.D016A,13.584,46.608,804.0
ZS.D017,13.753,46.63,808.0
ZS.D018,13.961,46.689,647.0
ZS.D019,14.146,46.722,599.0
ZS.D020,10.325,46.015,545.0
ZS.D021,10.707,46.101,1324.0
ZS.D022,10.806,46.147,1786.0
ZS.D023,11.023,46.188,826.0
ZS.D024,11.232,46.208,1058.0
ZS.D025,11.414,46.246,967.0
ZS.D026,11.605,46.326,1293.0
ZS.D027,11.786,46.327,1736.0
ZS.D028,11.982,46.378,823.0
ZS.D029,12.171,46.387,1475.0
ZS.D030,12.346,46.458,1317.0
ZS.D031,12.507,46.486,1143.0
ZS.D032,12.714,46.525,1003.0
ZS.D033,12.894,46.566,1920.0
ZS.D034,13.05,46.615,1185.0
ZS.D035,13.272,46.639,1028.0
ZS.D036,13.441,46.682,953.0
ZS.D037,13.637,46.745,745.0
ZS.D038,13.849,46.754,1150.0
ZS.D039,10.139,46.112,1274.0
ZS.D040,10.352,46.151,666.0
ZS.D041,10.479,46.207,1578.0
ZS.D042,10.736,46.219,2138.0
ZS.D043,10.862,46.297,1456.0
ZS.D044,11.092,46.318,789.0
ZS.D045A,11.238,46.348,347.0
ZS.D046,11.406,46.393,1462.0
ZS.D047,11.64,46.447,1967.0
ZS.D048,11.767,46.478,1464.0
ZS.D049,11.987,46.504,1737.0
ZS.D050,12.175,46.527,2234.0
ZS.D051,12.378,46.578,959.0
ZS.D052,12.525,46.605,1129.0
ZS.D053,12.764,46.69,1327.0
ZS.D054,12.908,46.69,1151.0
ZS.D055,13.085,46.744,640.0
ZS.D056,13.334,46.779,1051.0
ZS.D057,13.48,46.813,632.0
ZS.D058,13.671,46.838,1262.0
ZS.D059,13.877,46.921,1760.0
ZS.D060,14.032,46.945,1483.0
ZS.D061,10.225,46.238,526.0
ZS.D062,10.395,46.251,1346.0
ZS.D063,10.551,46.299,1757.0
ZS.D064,10.784,46.326,1485.0
ZS.D065,11.018,46.44,936.0
ZS.D067,11.506,46.513,837.0
ZS.D068,11.647,46.574,1167.0
ZS.D069,12.042,46.638,1534.0
ZS.D070,12.22,46.676,1344.0
ZS.D071,12.436,46.743,1201.0
ZS.D072,12.589,46.777,1168.0
ZS.D073,12.756,46.808,686.0
ZS.D074,12.946,46.852,898.0
ZS.D075,13.195,46.865,1202.0
ZS.D076,13.313,46.919,1519.0
ZS.D078,13.689,46.981,1421.0
ZS.D079,13.905,47.049,1168.0
ZS.D081,10.249,46.374,1696.0
ZS.D082,10.448,46.43,1857.0
ZS.D083,10.579,46.453,2706.0
ZS.D084,10.827,46.484,1897.0
ZS.D085,11.163,46.576,666.0
ZS.D086,11.355,46.641,969.0
ZS.D087,11.543,46.654,1293.0
ZS.D088,11.689,46.667,1511.0
ZS.D090,12.091,46.771,1404.0
ZS.D091,12.264,46.807,1834.0
ZS.D092,12.462,46.828,1561.0
ZS.D093,12.633,46.883,1226.0
ZS.D094,12.867,46.935,1423.0
ZS.D095,12.975,46.964,1980.0
ZS.D096,13.186,47.014,1271.0
ZS.D097,13.55,47.089,1086.0
ZS.D098,13.735,47.138,1099.0
ZS.D099,13.927,47.15,1280.0
ZS.D100,10.099,46.478,1949.0
ZS.D101,10.274,46.487,1520.0
ZS.D102,10.453,46.531,2852.0
ZS.D103,10.631,46.612,968.0
ZS.D104,10.83,46.625,711.0
ZS.D105,10.991,46.648,528.0
ZS.D106,11.203,46.708,778.0
ZS.D107,11.408,46.778,1457.0
ZS.D108,11.548,46.813,847.0
ZS.D109,11.739,46.824,1138.0
ZS.D110,11.947,46.863,847.0
ZS.D111,12.116,46.871,1323.0
ZS.D112,12.311,46.918,1714.0
ZS.D113,12.51,46.989,1160.0
ZS.D114,12.689,47.022,1875.0
ZS.D115,12.877,47.068,1900.0
ZS.D116,13.079,47.129,1204.0
ZS.D117,13.216,47.161,1449.0
ZS.D118,13.419,47.186,1484.0
ZS.D119,13.578,47.238,1707.0
ZS.D120,13.804,47.242,1284.0
ZS.D122A,10.168,46.588,1840.0
ZS.D124,10.685,46.726,1821.0
ZS.D126,11.104,46.803,1674.0
ZS.D127,11.259,46.82,1004.0
ZS.D128,11.421,46.877,1248.0
ZS.D129,11.638,46.976,1498.0
ZS.D130,11.783,46.952,1850.0
ZS.D131,11.98,46.994,1049.0
ZS.D132,12.129,47.051,1617.0
ZS.D133,12.332,47.043,1880.0
ZS.D134,12.539,47.091,1658.0
ZS.D135,12.937,47.184,1050.0
ZS.D136,13.059,47.228,1806.0
ZS.D137,13.311,47.278,1216.0
ZS.D138,13.492,47.265,1294.0
ZS.D139,13.663,47.354,960.0
ZS.D140,10.97,45.605,667.0
ZS.D141,11.024,45.755,337.0
ZS.D142,11.26,45.807,904.0
ZS.D143,11.711,45.904,193.0
ZS.D144,11.939,45.956,223.0
ZS.D145,12.808,46.143,197.0
ZS.D146,11.024,45.921,366.0
ZS.D147,11.32,45.961,1364.0
ZS.D148,11.523,46.037,429.0
ZS.D149,11.75,46.06,789.1
ZS.D150,11.984,46.095,588.0
ZS.D151,12.185,46.155,476.0
ZS.D152,12.417,46.193,1144.0
ZS.D153,12.813,46.299,448.0
1N.GRA,5.973,45.47,520.0
BE.BEBN,5.678,50.797,112.9
BE.OPTB,5.636,51.112,51.0
BQ.HOBG,7.333,50.983,274.0
CH.GRYON,7.111,46.251,1282.0
CH.LADOL,6.132,46.432,1455.0
CH.SALEV,6.097,46.06,1083.6
CH.SGT18,9.244,47.467,570.0
CH.WGT,8.925,47.098,913.9
FR.BOUC,6.256,47.247,458.0
FR.FOURG,5.811,47.104,271.0
FR.HOHE,7.484,48.659,344.0
FR.ILLF,7.254,47.683,298.0
FR.ILLK,7.717,48.516,144.0
FR.MANO,5.923,48.828,273.0
FR.NEEW,8.104,48.956,168.0
FR.NEUF,6.025,49.325,258.2
FR.OGMY,5.889,45.881,656.0
FR.OGSI,6.757,46.056,750.0
FR.VOEL,7.123,48.967,273.0
FR.WALT,7.277,47.966,373.0
FR.XAFF,6.62,48.407,279.0
FR.ZELS,7.632,48.302,163.0
GE.FALKS,11.266,51.682,335.0
GR.KUDEN,9.196,53.969,22.1
GR.LUEB,8.699,52.297,155.0
GU.BLANC,6.934,45.844,3279.0
GX.WANN,13.125,52.411,59.0
KQ.BIRK,10.069,54.444,48.0
KQ.NONN,13.692,54.111,16.0
KQ.PEEM,13.765,54.138,3.0
SL.ZAVS,15.025,46.434,741.0
TH.LUHNE,10.419,51.254,252.0
TH.MENTE,10.58,51.316,388.0
TH.MORAS,11.225,50.536,618.0
TH.RANIS,11.564,50.662,383.0
Z3.A035B,12.642,47.16,2060.0
Z3.A074B,13.53,49.671,383.0
Z3.A100A,8.926,48.453,508.0
Z3.A101B,8.55,48.118,741.0
Z3.A102A,9.199,48.14,684.0
Z3.A103D,9.55,47.801,603.0
Z3.A104C,9.657,48.127,656.0
Z3.A105A,10.293,47.407,890.0
Z3.A106B,9.722,48.753,468.0
Z3.A107D,10.194,48.018,631.0
Z3.A108A,9.831,48.348,564.0
Z3.A109A,9.459,48.444,665.0
Z3.A113B,8.73,49.546,401.0
Z3.A114A,9.182,49.59,466.0
Z3.A115A,9.052,49.274,277.0
Z3.A116B,9.484,49.398,379.0
Z3.A117A,9.568,49.044,494.0
Z3.A121B,7.726,47.835,435.0
Z3.A128A,8.596,49.399,104.0
Z3.A178B,6.305,45.688,895.0
Z3.A271A,18.834,47.155,174.0
Z3.A272A,18.965,46.744,174.0
ZJ.HU01A,19.62,47.345,143.0
ZJ.HU02A,20.525,48.122,757.0
ZJ.HU03A,19.6,47.904,175.0
ZJ.HU04A,19.478,46.812,116.0
ZJ.HU05A,21.137,47.552,91.0
ZJ.HU06A,20.568,46.712,79.0
ZJ.HU07A,21.914,47.981,118.0
ZJ.HU08A,17.924,47.431,201.0
ZJ.HU09A,18.382,47.639,195.0
ZJ.HU10A,19.019,47.845,152.0
ZJ.HU21A,19.729,46.333,163.0
ZJ.HU22A,19.131,46.328,190.0
ZJ.HU23A,20.25,47.639,158.0
ZJ.HU24A,21.159,46.91,120.0
ZJ.JOS,20.537,48.496,288.0
ZJ.SK01A,18.804,49.474,566.0
ZJ.SK02A,19.304,49.455,748.0
ZJ.SK03A,18.861,49.174,405.0
ZJ.SK04A,19.138,48.867,659.0
ZJ.SK05A,19.143,48.509,678.0
ZJ.SK06A,19.468,49.151,694.0
ZJ.SK08A,19.713,48.569,473.0
ZJ.SK11A,20.188,48.849,904.0
ZJ.SK13A,20.7,49.315,637.0
ZJ.SK14A,20.743,49.001,481.0
ZJ.SK16A,21.244,49.417,502.0
8C.CI18,6.77,45.9,1146.0
8C.CI19,6.899,45.945,1085.0
8C.CI20,6.963,45.82,1503.0
8D.LULY1,6.068,46.183,414.5
8D.LULY2,6.033,46.139,446.5
8D.LULY3,6.127,46.153,478.5
BW.BGDS,13.028,47.635,539.0
BW.BHG,12.877,47.721,450.0
BW.FFB1,11.275,48.163,572.0
BW.FFB3,11.276,48.165,562.0
BW.HROE,10.157,50.537,569.0
BW.MGBB,12.215,49.972,650.0
BW.MGS01,11.51,48.067,581.0
BW.MGS02,11.588,48.078,564.0
BW.MGS03,11.707,48.071,560.0
BW.MGS04,11.719,47.98,615.0
BW.MGS05,11.517,48.0,642.0
BW.MROB,12.179,50.083,570.0
BW.PART,11.113,47.497,760.0
BW.RNHA,12.819,47.806,855.0
BW.RTSA,12.842,47.768,1066.0
BW.RTSH,12.85,47.754,1737.0
BW.UH3,11.639,48.03,581.0
BW.ZUGS,10.977,47.417,2700.0
CH.CHASS,7.121,47.161,1263.0
CH.COLLE,6.121,46.292,447.0
CH.HAUIG,7.7,47.66,459.0
CH.MESRY,6.308,46.347,425.7
CH.MFERR,7.112,45.951,1600.6
CH.MUTEZ,7.649,47.506,432.0
CH.PERON,5.908,46.191,707.5
CH.ROMAN,9.336,47.564,442.0
CH.TRULL,8.682,47.649,525.0
CH.VDR,9.166,46.206,920.0
CH.VINZL,6.278,46.452,553.0
CH.WOLEN,7.369,46.998,623.0
CZ.STEB,17.774,49.934,375.0
FR.OG02,6.22,46.154,606.0
FR.OGCY,6.712,45.472,2220.0
FR.OGVA,6.682,46.33,1012.0
GR.GEC7,13.714,48.835,973.0
HS.EBSD,8.869,50.703,374.0
HS.GODD,8.517,49.825,90.0
HS.GWBD,7.902,50.114,428.0
HS.GWBE,8.18,50.106,272.0
HS.GWBF,9.175,50.727,372.0
HS.GWBO,7.988,49.936,286.0
HS.WBB,8.662,49.842,241.0
HS.WBG,9.345,50.17,316.0
IV.VMAN,10.663,45.314,64.0
KQ.MRLW,12.572,54.144,31.0
NI.DST2,13.801,45.659,80.0
NL.DR032,6.308,52.898,8.6
NL.ENM2,6.482,53.406,1.0
NL.ENV2,6.634,52.894,17.0
NL.FDG3,5.548,53.256,1.0
NL.FR012,5.887,53.142,-0.5
NL.FR042,6.119,52.876,2.1
NL.FR052,5.869,53.07,-0.5
NL.FR062,6.024,53.001,-0.5
NL.FSW2,7.12,53.214,1.0
NL.G022,6.806,53.449,2.0
NL.G032,6.598,53.416,2.0
NL.G062,6.871,53.411,2.0
NL.G072,6.546,53.395,2.0
NL.G092,6.725,53.388,2.0
NL.G102,6.804,53.378,2.0
NL.G122,6.571,53.37,2.0
NL.G132,6.669,53.349,2.0
NL.G142,6.771,53.359,2.0
NL.G212,6.594,53.313,2.0
NL.G222,6.678,53.31,2.0
NL.G232,6.768,53.309,2.0
NL.G252,6.943,53.308,2.0
NL.G282,6.729,53.272,2.0
NL.G332,6.671,53.25,2.0
NL.G342,6.765,53.253,2.0
NL.G362,6.924,53.265,2.0
NL.G412,6.892,53.223,2.0
NL.G422,6.989,53.222,2.0
NL.G492,6.731,53.176,2.0
NL.G522,6.984,53.17,2.0
NL.G532,7.08,53.167,2.0
NL.G542,6.758,53.124,2.0
NL.G572,7.022,53.135,2.0
NL.G582,6.907,53.11,2.0
NL.G592,6.988,53.116,2.0
NL.G662,6.585,53.179,2.0
NL.G81B,6.678,53.31,-0.4
NL.G82B,6.724,53.225,-1.9
NL.G83B,6.931,53.148,-1.1
NL.G84B,7.038,53.221,0.0
NL.GK032,6.306,53.283,1.0
NL.HWF2,6.351,53.071,7.0
NL.L2062,6.824,52.811,17.4
NL.L2063,6.822,52.81,17.7
NL.L2066,6.823,52.81,17.2
NL.L2081,6.92,52.67,13.3
NL.L2083,6.917,52.67,12.7
NL.L2086,6.919,52.669,13.0
NL.N012,6.473,53.119,2.0
NL.N022,6.453,53.072,2.0
NL.N032,6.405,53.111,2.0
NL.NIW3,6.043,53.355,-1.0
NL.SPY3,6.784,53.41,1.0
NL.SUH3,6.211,53.211,0.0
NL.T032,6.792,52.43,2.0
NL.T052,6.906,52.381,2.0
NL.TERZ,5.906,50.757,150.0
NL.VBG2,6.669,52.544,11.0
NL.VLW2,7.097,52.968,7.0
NL.VNDM2,6.839,53.115,1.5
NL.WDB2,6.736,53.208,-2.0
NL.ZLV2,6.753,53.092,2.0
NL.ZWE3,5.604,53.188,0.0
NR.NE301,6.183,53.483,3.0
NR.NE302,6.708,53.581,3.0
NR.NE304,6.622,53.425,3.0
NR.NE305,6.649,53.364,3.0
NR.NE306,6.25,53.278,3.0
NR.NE307,6.678,53.311,2.0
NR.NE308,6.865,53.282,2.0
NR.NE309,6.473,53.118,5.0
NR.NE310,6.71,53.079,3.0
NR.NE311,6.57,52.952,6.0
NR.NE312,6.691,52.826,6.0
NR.NE317,7.12,53.213,0.0
NR.NE318,7.097,52.968,0.0
SK.SPC,20.234,49.189,1751.0
SL.PDKS,14.998,46.061,679.0
SX.FROHN,12.989,50.596,483.0
SX.LANDS,12.163,51.526,115.0
SX.MEINS,12.881,50.732,501.0
TH.FRAU,12.317,50.695,364.0
TH.KAMM,12.431,51.048,157.0
TH.MEHR,10.659,51.283,298.0
TH.MUEN,10.667,51.422,286.0
Z3.A001A,16.59,48.729,337.0
Z3.A002B,16.594,48.363,187.0
Z3.A003A,17.053,47.759,116.0
Z3.A008A,15.652,48.369,242.0
Z3.A011B,15.959,47.409,556.0
Z3.A016A,14.65,48.301,565.0
Z3.A019A,15.086,47.446,1125.0
Z3.A334A,17.675,48.604,224.0
Z3.A338A,18.353,48.015,154.0
Z3.D045,11.238,46.348,356.0
Z3.D093,12.633,46.883,1225.0
Z3.D104,10.829,46.625,705.0
Z3.D109,11.739,46.824,1193.0
Z3.D135,12.937,47.184,1103.0
Z3.D155,14.289,47.426,1149.0
Z3.D156,14.107,47.205,1205.0
Z3.D159,14.153,46.966,1035.0
Z3.D160,14.193,47.102,994.0
Z3.D161,14.473,47.368,1218.0
Z3.D163,14.297,47.231,1152.0
ZJ.PL01A,22.684,49.064,739.0
ZJ.PL02A,22.537,49.378,439.0
ZJ.PL03A,22.897,50.022,198.0
ZJ.PL05A,22.121,49.26,520.0
ZJ.PL06A,22.137,49.594,309.0
ZJ.PL07A,22.404,49.943,227.0
ZJ.PL08A,22.677,50.376,227.0
ZJ.PL09A,21.405,49.642,344.0
ZJ.PL10A,21.89,49.905,310.0
ZJ.PL11A,22.117,50.23,227.0
ZJ.PL12A,21.929,50.579,147.0
ZJ.PL13A,20.923,49.597,446.0
ZJ.PL14A,21.07,49.879,243.0
ZJ.PL15A,21.476,50.231,170.0
ZJ.PL16A,21.355,50.592,220.0
ZJ.PL17A,20.301,49.601,512.0
ZJ.PL18A,20.506,49.97,232.0
ZJ.PL19A,20.944,50.283,167.0
ZJ.PL20A,19.895,49.296,985.0
ZJ.PL21A,19.871,49.558,566.0
ZJ.PL22A,20.074,49.836,362.0
ZJ.PL23A,20.323,50.234,244.0
ZJ.PL24A,19.004,49.724,600.0
ZJ.PL25A,19.528,49.918,280.0
ZJ.PL26A,19.174,50.19,260.0
ZJ.PL28A,18.769,50.205,250.0
ZJ.PL29A,18.312,50.167,190.0
ZJ.PL30A,17.694,50.144,370.0
ZJ.SK07A,19.753,48.925,955.0
ZJ.SK12A,19.994,48.318,246.0
ZJ.SK14B,20.742,49.001,476.0
ZJ.SK15A,20.511,48.706,351.0
ZJ.SK17A,21.239,49.207,450.0
ZJ.SK18A,21.174,48.914,323.0
ZJ.SK19A,21.933,49.249,341.0
ZJ.SK20A,21.609,49.214,390.0
ZJ.SK21A,21.997,49.013,242.0
ZJ.SK22A,21.721,48.62,103.0
BQ.BGG,7.336,50.205,132.0
BQ.BNS,7.175,50.963,207.0
BQ.HILG,6.679,50.292,504.0
BQ.KOE,7.731,50.424,562.0
BQ.NAST,7.861,50.195,291.0
BW.MKON,12.234,50.019,620.0
BW.MZEK,11.947,49.963,627.0
BW.OBER,10.293,47.407,897.0
CH.BAULM,6.468,46.787,1237.0
CH.CHAMB,6.612,46.782,436.6
CH.STEIN,8.869,47.67,540.0
CH.VMV,9.022,46.423,992.0
CH.WEIN2,8.987,47.53,557.0
GQ.LNDWU,12.329,50.258,630.0
GR.KBON,11.773,54.116,75.3
GR.SCHI,12.845,53.341,68.7
GR.WEEZ,9.627,52.303,70.0
HS.WBA,8.817,49.653,479.0
HS.WBFO,8.423,50.574,211.0
IV.MBAL,10.859,45.698,1215.0
KQ.BUESM,8.878,54.133,3.0
RO.BORR,21.786,47.09,190.0
RO.CEIR,22.496,47.686,198.0
RO.SURR,22.125,45.754,239.0
SX.BURZL,12.815,51.431,214.0
TH.GERA,12.072,50.982,277.0
TH.GLEI,10.206,51.292,458.0
TH.WARTH,10.318,50.845,405.0
Y8.PL01A,22.684,49.064,739.0
Y8.PL02A,22.537,49.378,439.0
Y8.PL03A,22.897,50.022,198.0
Y8.PL05A,22.121,49.26,520.0
Y8.PL06A,22.137,49.594,309.0
Y8.PL07A,22.404,49.943,227.0
Y8.PL08A,22.677,50.376,227.0
Y8.PL09A,21.405,49.642,344.0
Y8.PL10A,21.89,49.905,310.0
Y8.PL11A,22.117,50.23,227.0
Y8.PL12A,21.929,50.579,147.0
Y8.PL13A,20.923,49.597,446.0
Y8.PL14A,21.07,49.879,243.0
Y8.PL15A,21.476,50.231,170.0
Y8.PL16A,21.355,50.592,220.0
Y8.PL17A,20.301,49.601,512.0
Y8.PL18A,20.506,49.97,232.0
Y8.PL19A,20.944,50.283,167.0
Y8.PL21A,19.871,49.558,566.0
Y8.PL22A,20.074,49.836,362.0
Y8.PL23A,20.323,50.234,244.0
Y8.PL24A,19.004,49.724,600.0
Y8.PL25A,19.528,49.918,280.0
Y8.PL26A,19.174,50.19,260.0
Y8.PL27A,18.709,49.902,276.0
Y8.PL30A,17.694,50.144,370.0
Y8.PL31A,18.354,50.07,339.0
Y8.PL32A,19.862,49.294,910.0
Z6.A076A,14.149,49.617,532.0
